#acc	ensGene
Q8NGA8	ENSG00000176695
A2PYH4	ENSG00000162669
O00311	ENSG00000097046
Q03167	ENSG00000069702
Q58F21	ENSG00000137948
Q8IUS5	ENSG00000172031
P0DME0	ENSG00000230667
Q5XKL5	ENSG00000189195
Q9UPP5	
Q5VVC0	ENSG00000203910
Q92990	ENSG00000174842
Q8IXW5	ENSG00000122484
Q99684	ENSG00000162676
O60447	ENSG00000067208
P46777	ENSG00000122406
Q5T7M9	ENSG00000154511
Q9Y483	ENSG00000143033
Q9Y3A6	ENSG00000117500
Q5T9S5	ENSG00000122483
Q01658	ENSG00000117505
Q5T0N5	ENSG00000137942
O75815	ENSG00000137936
Q5QJE6	ENSG00000067334
P48507	ENSG00000023909
P78363	ENSG00000198691
Q52LW3	ENSG00000137962
P28288	ENSG00000117528
P13726	ENSG00000117525
Q8N4M1	ENSG00000143036
Q15417	ENSG00000117519
Q96F25	ENSG00000172339
Q96MV1	ENSG00000152078
Q9Y3V2	ENSG00000122481
Q9UKA9	ENSG00000117569
Q12882	ENSG00000188641
Q9UNH6	ENSG00000162627
Q32ZL2	ENSG00000117598
Q7Z2D5	ENSG00000117600
Q9NP74	ENSG00000099260
Q6ZNA5	ENSG00000156869
P35573	ENSG00000162688
Q9Y2D2	ENSG00000117620
Q96MC6	ENSG00000156875
Q6UVJ0	ENSG00000156876
Q9NUP7	ENSG00000122435
Q96DD0	ENSG00000122477
P11182	ENSG00000137992
O00442	ENSG00000137996
Q9UNH5	ENSG00000079335
Q9GZN0	ENSG00000181656
P19320	ENSG00000162692
Q9UBQ6	ENSG00000162694
Q8NEW0	ENSG00000162695
Q9H2P9	ENSG00000117543
P21453	ENSG00000170989
Q96PB7	ENSG00000118733
P12107	ENSG00000060718
Q96LT9	ENSG00000185946
P19961	ENSG00000240038
P04746	ENSG00000243480
P04745	ENSG00000237763, ENSG00000174876, ENSG00000187733
P0DTE7	ENSG00000174876
P0DTE8	ENSG00000187733
P04745	ENSG00000237763, ENSG00000174876, ENSG00000187733
P0DTE7	ENSG00000174876
P0DTE8	ENSG00000187733
P04745	ENSG00000237763, ENSG00000174876, ENSG00000187733
P0DTE7	ENSG00000174876
P0DTE8	ENSG00000187733
Q96LA8	ENSG00000198890
Q9Y2I2	ENSG00000162631
Q9UKW4	ENSG00000134215
Q6NUK1	ENSG00000284468, ENSG00000085491
Q5VWK0	ENSG00000186086
Q96M43	ENSG00000196427
Q86XG9	
Q86XG9	
Q5VWK0	ENSG00000186086
Q96M43	ENSG00000196427
Q5T8I3	ENSG00000162636
Q5T8I9	ENSG00000162639
Q5VTL8	ENSG00000134186
Q5VTL7	ENSG00000143107
O00186	ENSG00000116266
Q5T1N1	ENSG00000162641
P81274	ENSG00000121957
Q96S66	ENSG00000121940
O94967	ENSG00000085433
Q15543	ENSG00000197780
Q9NRX6	ENSG00000215717
Q5T5A4	ENSG00000179902
Q6UXG2	ENSG00000116299
P49591	ENSG00000031698
Q9HCU4	ENSG00000143126
Q6PGN9	ENSG00000134222
A2RUH7	ENSG00000221986
Q99523	ENSG00000134243
P28066	ENSG00000143106
Q5VXT5	ENSG00000143028
Q5T6C5	ENSG00000162650
Q8N8Q1	ENSG00000174151
Q86WK6	ENSG00000181754
Q9BZJ8	ENSG00000156097
P08754	ENSG00000065135
P19087	ENSG00000134183
Q01433	ENSG00000116337
Q03013	ENSG00000168765
P28161	ENSG00000213366
P09488	ENSG00000134184
P46439	ENSG00000134201
P21266	ENSG00000134202
Q8TE67	ENSG00000198758
P09603	ENSG00000184371
O43865	ENSG00000168710
Q5VSL9	ENSG00000143093
O95076	ENSG00000156150
Q8N7F7	ENSG00000186150
Q9H1V8	ENSG00000197106
Q03721	ENSG00000116396
Q96T37	ENSG00000162775
O15374	ENSG00000168679
O43504	ENSG00000134248
P58294	ENSG00000143125
Q16322	ENSG00000143105
P16389	ENSG00000177301
P22001	ENSG00000177272
P19397	ENSG00000143119
Q5T3J3	ENSG00000121931
Q6UX65	ENSG00000156171
Q9Y6K0	ENSG00000134255
Q9H6A0	ENSG00000162777
Q15782	ENSG00000064886
Q9BZP6	ENSG00000134216
Q8TCI5	ENSG00000173947
Q12889	ENSG00000085465
Q9BQA1	ENSG00000116455
P24539	ENSG00000116459
Q8NEQ5	ENSG00000143110
P0DMS9	ENSG00000121933
P0DMS8	ENSG00000282608
P62834	ENSG00000116473
Q9NTI7	ENSG00000197852
Q9UHI6	ENSG00000064703
Q9UK17	ENSG00000171385
Q9P2B4	ENSG00000143079
Q93097	ENSG00000134245
Q8TDW4	ENSG00000007341
P52907	ENSG00000116489
Q9HCE1	ENSG00000155363
P08134	ENSG00000155366
Q5JR12	ENSG00000155367
Q7Z5A8	ENSG00000184599
P53985	ENSG00000155380, ENSG00000281917
O94898	ENSG00000198799
Q5TCQ9	ENSG00000081026
Q9UMS5	ENSG00000116793
Q5VWQ0	ENSG00000081019
Q9Y2R2	ENSG00000134242
Q5TBC7	ENSG00000188761
Q9Y6B7	ENSG00000134262
Q9H816	ENSG00000118655
Q86Z02	ENSG00000163349
Q9NRN5	ENSG00000116774
Q5T7P8	ENSG00000134207
Q9UPN9	ENSG00000197323
O75934	ENSG00000116752
Q68D51	ENSG00000175984
P23109	ENSG00000116748
P01111	ENSG00000213281
O75534	ENSG00000009307
Q9BRV8	ENSG00000052723
Q15431	ENSG00000198765
P01222	ENSG00000134200
O60636	ENSG00000134198
P01138	ENSG00000134259
Q8TAA9	ENSG00000173218
O14958	ENSG00000118729
Q02577	ENSG00000177551
Q8IZD6	ENSG00000163393
Q8N8X9	ENSG00000173212
P05023	ENSG00000163399
P19256	ENSG00000116815
O75054	ENSG00000143061
P06729	ENSG00000116824
Q9P2B2	ENSG00000134247
Q93033	ENSG00000134256
Q9UNY4	ENSG00000116830
Q9H8W5	ENSG00000134253
Q7Z7D3	ENSG00000134258
O60476	ENSG00000198162
Q5VWP2	ENSG00000183508
Q9NXN4	ENSG00000196505
Q9UNX4	ENSG00000065183
Q6Q759	ENSG00000155761
Q96SF7	ENSG00000092607
Q9UGM6	ENSG00000116874
Q9NYQ3	ENSG00000116882
P26439	ENSG00000203859
P14060	ENSG00000203857
Q5TEC3	ENSG00000143067
O43175	ENSG00000092621
P54868	ENSG00000134240
Q9BYZ8	ENSG00000134193
Q9UKF2	ENSG00000134249
Q04721	ENSG00000134250
P0DPK4	ENSG00000286219
Q7Z3S9	ENSG00000264343
P0DPK3	ENSG00000286019
O75396	ENSG00000265808
Q5TI25	
B4DH59	
Q9Y536	ENSG00000263353
Q92637	ENSG00000198019
Q86X60	ENSG00000188610
P0DJJ0	ENSG00000171943
H0Y354	ENSG00000263513
Q6L9T8	ENSG00000215784
A0A075B759	ENSG00000271567
F5H284	ENSG00000256374
P0DN26	ENSG00000279782
Q8N660	ENSG00000266338
A0A075B759	ENSG00000271567
F5H284	ENSG00000256374
P0DN26	ENSG00000279782
P0DMP2	ENSG00000196369
H0Y354	ENSG00000263513
Q6L9T8	ENSG00000215784
A0A075B759	ENSG00000271567
F5H284	ENSG00000256374
P0DN26	ENSG00000279782
P0DPF2	ENSG00000162825
Q5TI25	
Q6P3W6	
B7ZAQ6	ENSG00000117262
P0CG08	ENSG00000188092
A8MUH7	
Q5T2W1	ENSG00000174827
O95971	ENSG00000117281
Q9Y4L5	ENSG00000265491
Q9BUI4	ENSG00000186141
P0C025	ENSG00000186364
Q9Y6X2	ENSG00000131788
Q8N283	ENSG00000198483
O75578	ENSG00000143127
O96011	ENSG00000131779
Q96P88	
Q9Y5S9	ENSG00000265241
Q8IVB5	ENSG00000271601
Q69YU3	ENSG00000272031
Q9BT43	ENSG00000121851
Q9H3M7	ENSG00000265972
Q6ZVN8	ENSG00000168509
Q5TI25	
Q6P3W6	
P0DPK4	ENSG00000286219
Q7Z3S9	ENSG00000264343
P0DPK3	ENSG00000286019
A0A075B767	ENSG00000270339
Q86T75	ENSG00000263956
Q3BBV0	ENSG00000219481
Q5TAG4	ENSG00000268043
Q3BBV2	
O43741	ENSG00000131791
P49326	ENSG00000131781
Q86WJ1	ENSG00000131778
O00512	ENSG00000116128
Q9NPH0	ENSG00000162836
P36382	ENSG00000265107
P48165	ENSG00000121634
B7ZAQ6	ENSG00000117262
P0CG08	ENSG00000188092
Q3BBV2	
Q86T75	ENSG00000263956
B4DH59	
P0DN37	ENSG00000236334
B4DH59	
Q5TI25	
Q6P3W6	
P0DPK4	ENSG00000286219
Q7Z3S9	ENSG00000264343
Q5VU43	ENSG00000178104
P0DPF3	ENSG00000269713
Q6P3W6	
P0DPK3	ENSG00000286019
P0DPK4	ENSG00000286219
Q7Z3S9	ENSG00000264343
A0A087WUL8	ENSG00000271383
Q5TI25	
A0A0B4J2A2	ENSG00000263464
P12314	ENSG00000150337
Q5QNW6	ENSG00000203814
Q93079	ENSG00000275713
P68431	ENSG00000197153, ENSG00000274750, ENSG00000287080, ENSG00000275379, ENSG00000286522, ENSG00000197409, ENSG00000273983, ENSG00000277775, ENSG00000275714, ENSG00000278828
Q71DI3	ENSG00000203852, ENSG00000183598, ENSG00000203811
P62805	ENSG00000197837, ENSG00000275126, ENSG00000274618, ENSG00000197238, ENSG00000276966, ENSG00000158406, ENSG00000197061, ENSG00000278705, ENSG00000273542, ENSG00000270882, ENSG00000276180, ENSG00000278637, ENSG00000270276, ENSG00000277157
P68431	ENSG00000197153, ENSG00000274750, ENSG00000287080, ENSG00000275379, ENSG00000286522, ENSG00000197409, ENSG00000273983, ENSG00000277775, ENSG00000275714, ENSG00000278828
Q71DI3	ENSG00000203852, ENSG00000183598, ENSG00000203811
Q6DN03	
Q6DRA6	
P06899	ENSG00000124635
P23527	ENSG00000274641
P62807	ENSG00000278588, ENSG00000180596, ENSG00000273802, ENSG00000277224, ENSG00000274290
Q16778	ENSG00000184678
Q16777	ENSG00000184260
Q6FI13	ENSG00000272196, ENSG00000203812
Q16777	ENSG00000184260
Q6FI13	ENSG00000272196, ENSG00000203812
P68431	ENSG00000197153, ENSG00000274750, ENSG00000287080, ENSG00000275379, ENSG00000286522, ENSG00000197409, ENSG00000273983, ENSG00000277775, ENSG00000275714, ENSG00000278828
Q71DI3	ENSG00000203852, ENSG00000183598, ENSG00000203811
P62805	ENSG00000197837, ENSG00000275126, ENSG00000274618, ENSG00000197238, ENSG00000276966, ENSG00000158406, ENSG00000197061, ENSG00000278705, ENSG00000273542, ENSG00000270882, ENSG00000276180, ENSG00000278637, ENSG00000270276, ENSG00000277157
Q6DN03	
Q6DRA6	
Q16777	ENSG00000184260
Q8IUE6	ENSG00000184270
Q9Y3E2	ENSG00000178096
Q7L0J3	ENSG00000159164
Q15427	ENSG00000143368
A4FU01	ENSG00000014914
Q6GQQ9	ENSG00000264522
Q9NRW7	ENSG00000136631
Q53GL0	ENSG00000023902
Q9BTT0	ENSG00000143401
Q9ULX7	ENSG00000118298
Q96BI3	ENSG00000117362
Q8WWF1	ENSG00000118292
Q8N365	ENSG00000159208
P82921	ENSG00000266472
O43395	ENSG00000117360
Q5VT52	ENSG00000163125
Q9BW92	ENSG00000143374
Q16610	ENSG00000143369
Q6UY14	ENSG00000143382
Q07820	ENSG00000143384
O43768	ENSG00000143420
Q9H4A5	ENSG00000143457
Q86X24	ENSG00000143452
P25774	ENSG00000163131
P43235	ENSG00000143387
P27540	ENSG00000143437
Q15047	ENSG00000143379
Q96G23	ENSG00000143418
O76027	ENSG00000143412
Q8N5J2	ENSG00000143409
Q86TP1	ENSG00000143363
Q7Z465	ENSG00000163141
Q9BUN1	ENSG00000143443
Q9NRR8	ENSG00000197622
Q13015	ENSG00000213190
Q8TAK5	ENSG00000143458
Q9H3T2	ENSG00000143434
Q6P589	ENSG00000163154
Q96S90	ENSG00000163155
Q9BWG6	ENSG00000163156
Q9NZQ9	ENSG00000163157
Q15906	ENSG00000163159
Q99755	ENSG00000143398
A2A3N6	
P55036	ENSG00000159352
A2A3N6	
A2A3N6	
Q8N1G0	ENSG00000143373
Q9UBF8	ENSG00000143393
P48382	ENSG00000143390
Q13228	ENSG00000143416
P28070	ENSG00000159377
Q7Z3K3	ENSG00000143442
Q9P2M7	ENSG00000143375
Q9NNX1	ENSG00000143367
Q96L92	ENSG00000143376
Q5SZQ8	ENSG00000159409
A6NNX1	ENSG00000178796
Q9BYD2	ENSG00000143436
Q9UMX2	ENSG00000143450
Q9UMX2	ENSG00000143450
Q9Y2W6	ENSG00000182134
Q6UY18	ENSG00000213171
P51449	ENSG00000143365
B7Z1M9	ENSG00000225556
Q8N1Q8	ENSG00000196407
Q5T1C6	ENSG00000159445
P60903	ENSG00000197747
P31949	ENSG00000163191
Q5QJ38	ENSG00000182898
Q07283	ENSG00000159450
Q6XPR3	ENSG00000215853
Q86YZ3	ENSG00000197915
P20930	ENSG00000143631
Q5D862	ENSG00000143520
Q9UBG3	ENSG00000143536
Q5TCM9	ENSG00000186207
Q9UGL9	ENSG00000169509
Q5T5B0	ENSG00000185966
Q9BYE3	ENSG00000163202
Q5T5A8	ENSG00000244057
Q5TA77	ENSG00000187238
Q5TA76	ENSG00000185962
Q5TA82	ENSG00000187223
Q5TA81	ENSG00000187180
O14633	ENSG00000159455
Q5TA79	ENSG00000187173
Q5TA78	ENSG00000187170
Q5T750	ENSG00000198854
Q5T749	ENSG00000203786
Q5T754	ENSG00000240386
Q5T753	ENSG00000186226
Q5T752	ENSG00000172155
Q5T751	ENSG00000197084
Q5T7P3	ENSG00000196734
Q5T7P2	ENSG00000186844
A0A183	ENSG00000235942
P49901	ENSG00000163206
P07476	ENSG00000163207
Q96PI1	ENSG00000184148
P35321	ENSG00000169474
Q9UBC9	ENSG00000163209
P22528	ENSG00000169469
P22532	ENSG00000163216
P35326	ENSG00000241794
P35325	ENSG00000196805
P22531	ENSG00000203785
Q96RM1	ENSG00000244094
Q9BYE4	ENSG00000159516
Q5T871	ENSG00000203784
Q5T870	ENSG00000203783
P23490	ENSG00000203782
Q96LB9	ENSG00000159527
Q96LB8	ENSG00000163218
P06702	ENSG00000163220
P80511	ENSG00000163221
P05109	ENSG00000143546
Q86SG5	ENSG00000184330
Q5SY68	ENSG00000197364
P31151	ENSG00000143556
P06703	ENSG00000197956
P33763	ENSG00000196420
P26447	ENSG00000196154
P33764	ENSG00000188015
P29034	ENSG00000196754
Q96FQ6	ENSG00000188643
Q9HCY8	ENSG00000189334
Q99584	ENSG00000189171
P23297	ENSG00000160678
Q9Y3Y2	ENSG00000160679
O95295	ENSG00000143553
Q12905	ENSG00000143621
P16066	ENSG00000169418
Q68E01	ENSG00000262826, ENSG00000143624
Q5K4L6	ENSG00000263163, ENSG00000143554
Q8WXI9	ENSG00000261992, ENSG00000143614
O75064	ENSG00000198837
Q53ET0	ENSG00000160741
Q9NY26	ENSG00000143570
Q8TEY5	ENSG00000143578
O76095	ENSG00000143543
P51153	ENSG00000143545
P42677	ENSG00000177954
Q5VU65	ENSG00000143552
P06753	ENSG00000143549
Q5VU69	ENSG00000163263
Q9BWL3	ENSG00000143612
Q14157	ENSG00000143569
O00165	ENSG00000143575
Q96PS8	ENSG00000143595
P98198	ENSG00000143515
P08887	ENSG00000160712
Q5VZ18	ENSG00000169291
Q5VZ19	ENSG00000163239
Q7Z7E8	ENSG00000160714
P17787	ENSG00000160716
P55265	ENSG00000160710
Q9UGI6	ENSG00000143603
Q15126	ENSG00000163344
Q96AQ6	ENSG00000163346
Q9BRQ0	ENSG00000163348
P29353	ENSG00000160691
P61024	ENSG00000173207
Q8NFF5	ENSG00000160688
Q9Y5L5	ENSG00000163352
O15156	ENSG00000160685
Q5T1A1	ENSG00000163354
Q5T197	ENSG00000163357
Q13444	ENSG00000143537
P52798	ENSG00000243364
P52797	ENSG00000143590
P20827	ENSG00000169242
Q9BRV3	ENSG00000169241
Q9P2X0	ENSG00000179085
Q8N6L1	ENSG00000163463
Q7Z4K8	ENSG00000163462
P15941	ENSG00000185499
P49746	ENSG00000169231
Q13505	ENSG00000173171
P04062	ENSG00000177628
P81408	ENSG00000160767, ENSG00000262666
O14828	ENSG00000116521, ENSG00000263290
P49760	ENSG00000261893, ENSG00000176444
Q9P1Z3	ENSG00000143630, ENSG00000263324
P30613	ENSG00000262785, ENSG00000143627
P14324	ENSG00000160752
Q66K80	
Q9BVN2	ENSG00000160753
Q9NR48	ENSG00000116539
Q9BUK6	ENSG00000125459
Q9H869	ENSG00000163374
P51398	ENSG00000132676
Q3T8J9	ENSG00000116580
Q9BT88	ENSG00000132718
Q92963	ENSG00000143622
Q7Z7F0	ENSG00000132680
Q8TDU9	ENSG00000173080
Q92974	ENSG00000116584
P43308	ENSG00000163479
Q9NRR5	ENSG00000160803
Q9Y2Q5	ENSG00000116586
P57735	ENSG00000132698
A1L020	ENSG00000254726
P02545	ENSG00000160789
Q9H3S1	ENSG00000196189
Q96H78	ENSG00000160785
Q6P1K2	ENSG00000160783
P02818	ENSG00000242252
Q6TCH4	ENSG00000160781
Q9UPR3	ENSG00000198952
Q9BSE2	ENSG00000163472
Q8WWB7	ENSG00000198715
Q6RSH7	ENSG00000189030
P49368	ENSG00000163468
Q96A04	ENSG00000163467
Q9H310	ENSG00000132677
Q13536	ENSG00000125462
Q14814	ENSG00000116604
Q86VI3	ENSG00000183856
A2A3L6	ENSG00000187862
Q8NCW5	ENSG00000163382
Q5T3I0	ENSG00000160818
Q9GZV7	ENSG00000132702
Q96GW7	ENSG00000132692
P48681	ENSG00000132688
P29373	ENSG00000143320
Q9H9L3	ENSG00000143319
Q96FB5	ENSG00000143303
Q96A35	ENSG00000143314
P51858	ENSG00000143321
Q92733	ENSG00000143294
Q9NP31	ENSG00000027869
P14616	ENSG00000027644
P04629	ENSG00000198400
Q5VY43	ENSG00000187800
Q8N4P6	ENSG00000160838
O15085	ENSG00000132694
Q6ZN32	ENSG00000253831
P41162	ENSG00000117036
Q96RD9	ENSG00000143297
Q96PJ5	ENSG00000163518
Q96P31	ENSG00000160856
Q96LA5	ENSG00000132704
Q96LA6	ENSG00000163534
O43866	ENSG00000073754
Q96J84	ENSG00000183853
P15813	ENSG00000158473
P06126	ENSG00000158477
P29017	ENSG00000158481
P29016	ENSG00000158485
P15812	ENSG00000158488
Q8NGX3	ENSG00000186306
Q6IF99	ENSG00000180708
Q8NGX5	ENSG00000173285
Q8NGX6	ENSG00000198965
Q8NGX8	ENSG00000197532
Q8NGX9	ENSG00000186440
Q8NGY0	ENSG00000279111
Q8NGY1	ENSG00000198967
P02549	ENSG00000163554
Q8NGY2	ENSG00000196171
Q8NGY3	ENSG00000203757
Q8NGW6	ENSG00000180433
Q8NGY5	ENSG00000197403
Q8NGY6	ENSG00000188340
P41218	ENSG00000163563
Q6K0P9	ENSG00000163564
W6CW81	
Q16666	ENSG00000163565
O14862	ENSG00000163568
Q8N126	ENSG00000162706
Q16570	ENSG00000213088
P12319	ENSG00000179639
Q5JRS4	ENSG00000196266
P0C629	
P30954	ENSG00000196184
Q8NHC4	ENSG00000184155
P02743	ENSG00000132703
P02741	ENSG00000132693
Q9BVJ7	ENSG00000158716
Q6DN72	ENSG00000181036
Q9P0V8	ENSG00000158714
P0DPA3	
P0DPA2	ENSG00000243284
Q9UL16	ENSG00000213085
P37802	ENSG00000158710
Q9P2J2	ENSG00000085552
Q96A28	ENSG00000162723
Q9H3S5	ENSG00000143315
P78508	ENSG00000177807
Q92806	ENSG00000162728
Q969P0	ENSG00000162729
P50993	ENSG00000018625
Q13733	ENSG00000132681
P31415	ENSG00000143318
Q15121	ENSG00000162734
Q5TAQ9	ENSG00000132716
P40855	ENSG00000162735
P53621	ENSG00000122218
Q92542	ENSG00000162736
Q02575	ENSG00000171786
Q9ULK5	ENSG00000162738
Q96DU3	ENSG00000162739
Q9UIB8	ENSG00000066294
Q13291	ENSG00000117090
P09326	ENSG00000117091
Q9NQ25	ENSG00000026751
Q9HBG7	ENSG00000122224
Q9BZW8	ENSG00000122223
Q8WWA0	ENSG00000179914
Q8WWU7	ENSG00000158764
Q9Y624	ENSG00000158769
Q8NFU3	ENSG00000215845
P22415	ENSG00000158773
Q7Z6I6	ENSG00000186517
Q96NY8	ENSG00000143217
Q8NEP7	ENSG00000162755
Q9UHV9	ENSG00000143256
Q86X76	ENSG00000158793
O75618	ENSG00000158796
Q9Y3C8	ENSG00000143222
Q9UK80	ENSG00000143258
P50336	ENSG00000143224
O60512	ENSG00000158850
O75173	ENSG00000158859
O75306	ENSG00000158864
P30273	ENSG00000158869
P02652	ENSG00000158874
Q969M1	ENSG00000158882
Q14994	ENSG00000143257
A6NKN8	ENSG00000248485
P25189	ENSG00000158887
Q99643	ENSG00000143252
Q5VTH2	ENSG00000188931
P12318	ENSG00000143226
P48741	
P17066	ENSG00000173110
P08637	ENSG00000203747
P31995	
O75015	ENSG00000162747
P31995	
P31994	ENSG00000072694
Q7L513	ENSG00000132185
Q6BAA4	ENSG00000162746
Q9UNI6	ENSG00000081721
P18850	ENSG00000118217
Q68BL8	ENSG00000162745
O75052	ENSG00000198929
Q5T0L3	ENSG00000171722
A1L170	ENSG00000239887
O14796	ENSG00000198574
Q8TAS1	ENSG00000152332
Q16222	ENSG00000117143
Q16832	ENSG00000162733
P56937	ENSG00000132196
Q86UF4	ENSG00000185860
P49798	ENSG00000117152
O15539	ENSG00000143248
Q9BZD4	ENSG00000143228
P40424	ENSG00000185630
Q8TE12	ENSG00000162761
P48443	ENSG00000143171
Q8N7C0	ENSG00000162763
O14880	ENSG00000143198
P49189	ENSG00000143149
Q9UM00	ENSG00000143183
Q9BZX2	ENSG00000143179
Q5VT40	ENSG00000188859
Q9P215	ENSG00000143157
Q96BN2	ENSG00000152382
Q71H61	ENSG00000143195
Q96JY0	ENSG00000143194
Q99795	ENSG00000143167
Q5VZP5	ENSG00000198842
P14859	ENSG00000143190
P20963	ENSG00000198821
O75629	ENSG00000143162
Q6JBY9	ENSG00000198771
O95297	ENSG00000197965
Q96PN6	ENSG00000143199
O95563	ENSG00000143158
Q58WW2	ENSG00000143164
Q8N6U8	ENSG00000143147
O75663	ENSG00000143155
O95562	ENSG00000213064
Q96IX9	
O60806	ENSG00000143178
Q9UBD3	ENSG00000143185
P47992	ENSG00000143184
Q07507	ENSG00000143196
P05026	ENSG00000143153
Q9Y5B8	ENSG00000143156
Q9H2G9	ENSG00000117475
Q5TID7	ENSG00000117477
O60779	ENSG00000117479
P12259	ENSG00000198734
P16109	ENSG00000174175
P14151	ENSG00000188404
P16581	ENSG00000007908
O95568	ENSG00000171806
Q9NSG2	ENSG00000000460
Q8IZE3	ENSG00000000457
Q92845	ENSG00000075945
Q5VVY1	ENSG00000203740
Q5T7V8	ENSG00000120370
P54821	ENSG00000116132
Q5TGP6	ENSG00000117501
P31513	ENSG00000007933
O60774	
O60774	
Q99518	ENSG00000094963
Q01740	ENSG00000010932
P31512	ENSG00000076258
Q9Y520	ENSG00000117523
Q99972	ENSG00000034971
A0A1B0GUC4	ENSG00000283683
O75379	ENSG00000117533
Q8N6R0	ENSG00000010165
Q9UQ16	ENSG00000197959
O95561	ENSG00000180999
Q92535	ENSG00000135845
Q9UBS9	ENSG00000094975
P48023	ENSG00000117560
Q9UNG2	ENSG00000120337
P23510	ENSG00000117586
P30041	ENSG00000117592
Q5TAH2	ENSG00000162753
Q5TZF3	ENSG00000183831
Q9Y2M5	ENSG00000076321
Q8N0S6	ENSG00000120334
Q6PI48	ENSG00000117593
Q5TC79	ENSG00000185278
P01008	ENSG00000117601
Q5TC82	ENSG00000135870
Q5R372	ENSG00000152061
Q9Y2T5	ENSG00000203737
B7ZAP0	ENSG00000152061
Q9HB71	ENSG00000116161
O60783	ENSG00000120333
Q9UQP3	ENSG00000120332
Q15053	ENSG00000235750
Q92752	ENSG00000116147
Q8NHY2	ENSG00000143207
Q9BXP8	ENSG00000116183
O14525	ENSG00000152092
Q9C0B6	ENSG00000198797
Q96JE7	ENSG00000120341
Q9UJF2	ENSG00000075391
Q5T0J7	ENSG00000240021
Q86X27	ENSG00000116191
O95841	ENSG00000116194
O75063	ENSG00000116199
Q9H497	ENSG00000186283
P42684	ENSG00000143322
P35610	ENSG00000057252
Q5T1B0	ENSG00000162779
Q9NP85	ENSG00000116218
Q8NAT2	ENSG00000162782
Q96GL9	ENSG00000143340
Q8NFQ8	ENSG00000169905
Q9H496	ENSG00000169905
Q5JTV8	ENSG00000143337
Q5VT06	ENSG00000135837
O00391	ENSG00000116260
Q969G2	ENSG00000121454
Q9BR61	ENSG00000230124
Q9UBH6	ENSG00000143324
Q5VZ46	ENSG00000135835
O43752	ENSG00000135823
Q95460	ENSG00000153029
Q5VY09	ENSG00000162783
Q15878	ENSG00000198216
Q5T619	ENSG00000179930
P15104	ENSG00000135821
Q5T9Z0	ENSG00000203730
A5PLK6	ENSG00000121446
Q05823	ENSG00000135828
O15492	ENSG00000143333
P57771	ENSG00000135824
Q9BXD5	ENSG00000135838
Q08211	ENSG00000135829
Q9BZQ2	ENSG00000157060
P11047	ENSG00000135862
Q13753	ENSG00000058085
Q9BZQ4	ENSG00000157064
Q92540	ENSG00000116698
P19878	ENSG00000116701
O15511	ENSG00000162704
Q8WW27	ENSG00000173627
Q9NZL6	ENSG00000143344
Q8IYK4	ENSG00000198756
Q8WW01	ENSG00000198860
Q9H246	ENSG00000116667
Q9BZQ6	ENSG00000116406
Q9BZQ8	ENSG00000135842
Q99496	ENSG00000121481
Q7Z2T5	ENSG00000121486
Q5T5J6	ENSG00000116668
Q9Y6Y0	ENSG00000116679
Q96RW7	ENSG00000143341
Q92954	ENSG00000116690
P12270	ENSG00000047410
Q5SWX8	ENSG00000157181
Q9Y5M6	
P20941	ENSG00000116703
P35354	ENSG00000073756
P47712	ENSG00000116711
Q76B58	ENSG00000162670
Q9NS28	ENSG00000150681
Q2M5E4	ENSG00000253148
Q08116	ENSG00000090104
O14921	ENSG00000127074
P41220	ENSG00000116741
Q9Y5K5	ENSG00000116750
P10155	ENSG00000116747
Q9NS18	ENSG00000023572
Q6P1J9	ENSG00000134371
O43825	ENSG00000162630
Q6UVM3	ENSG00000162687
P08603	ENSG00000000971
Q02985	ENSG00000116785
Q03591	ENSG00000244414
Q92496	ENSG00000134365
P36980	ENSG00000080910
Q9BXR6	ENSG00000134389
P05160	ENSG00000143278
Q8IZT6	ENSG00000066279
Q5SVQ8	ENSG00000177888
P82279	ENSG00000134376
Q6P3S1	ENSG00000213047
Q5VUE5	ENSG00000203724
Q9NQ69	ENSG00000143355
Q8TDX7	ENSG00000151414
Q96LB4	ENSG00000151418, ENSG00000263014
P08575	ENSG00000081237, ENSG00000262418
O00482	ENSG00000116833
Q9Y2X9	ENSG00000162702
Q15058	ENSG00000118193
Q5T1V6	ENSG00000118197
Q08AD1	ENSG00000118200
O00155	ENSG00000170128
Q3KP66	ENSG00000163362
O75037	ENSG00000116852
Q13698	ENSG00000081248
Q7RTU5	ENSG00000232237
Q9P0T7	ENSG00000116857
Q86VF2	ENSG00000163395
Q13835	ENSG00000081277
P45379	ENSG00000118194
O00515	ENSG00000159166
P19237	ENSG00000159173
Q9Y5J5	ENSG00000174307
P21291	ENSG00000159176
Q8NEY1	ENSG00000134369
Q96P70	ENSG00000198700
Q96DD7	ENSG00000198892
P29536	ENSG00000163431
Q99595	ENSG00000134375
Q9H4A4	ENSG00000176393
P78545	ENSG00000163435
O60883	ENSG00000170075
Q96BM9	ENSG00000143862
P35236	ENSG00000143851
Q9HBX8	ENSG00000133067
Q9NPD8	ENSG00000077152
O60237	ENSG00000077157
Q8N9I0	ENSG00000143858
Q9UGL1	ENSG00000117139
P47224	ENSG00000183155
Q53G59	ENSG00000117153
Q96A54	ENSG00000159346
Q9UHQ9	ENSG00000159348
Q1AE95	
Q8IXX5	ENSG00000163444
O75335	ENSG00000143847
